GeneID	chr	start	end	labelCoord	FayWu_H	Fst	FuLi_D	FuLi_F	iHS	Tajima_D	label	stat	pops	source
nonCoding3229,MAB21L3	chr1	116620258	116669849	chr1:116620258-116669849	-1.924	0.097	-7.76	-6.611	3.815	-2.368	FuLi_D:CHB:-7.76,FuLi_F:CHB:-6.611,iHS:GBR:3.715,IBS:3.496,STU:3.815	FuLi_D,FuLi_F,iHS	CHB,GBR,IBS,STU	PopHumanScan
nonCoding3236	chr1	116725385	116745385	chr1:116725385-116745385	-6.242	0.265	-2.833	-2.725	1.468	3.014	Fst:CEU2YRI:0.265	Fst	CEU2YRI	PopHumanScan
nonCoding3250	chr1	116962475	116989867	chr1:116962475-116989867	-2.949	0.071	-5.543	-4.856	2.138	-2.594	Tajima_D:GIH:-2.594	Tajima_D	GIH	PopHumanScan
SPAG17	chr1	118594827	118620796	chr1:118594827-118620796	-3.091	0.028	-5.263	-4.75	1.922	-2.364	FuLi_F:MSL:-4.75	FuLi_F	MSL	PopHumanScan
nonCoding3309	chr1	118793814	118803814	chr1:118793814-118803814	0.637	0.04	-6.32	-4.939	1.684	-1.618	FuLi_D:GWD:-6.32	FuLi_D	GWD	PopHumanScan
LIX1L,AC243547.3	chr1	145477367	145487367	chr1:145477367-145487367	-1.584	0.052	-6.771	-5.815	1.55	-2.399	FuLi_D:JPT:-6.771,FuLi_F:JPT:-5.815	FuLi_D,FuLi_F	JPT	PopHumanScan
nonCoding3438	chr1	147759069	147769069	chr1:147759069-147769069	-3.252	0.037	-5.57	-4.657	3.215	-1.931	iHS:PJL:3.215	iHS	PJL	PopHumanScan
nonCoding3450	chr1	149166928	149176928	chr1:149166928-149176928	1.169	0.019	-5.838	-5.006	0.657	-2.006	FuLi_D:ASW:-5.803,YRI:-5.838	FuLi_D	ASW,YRI	PopHumanScan
SV2A,BOLA1	chr1	149864489	149874489	chr1:149864489-149874489	-6.156	0.076	-6.357	-5.802	0	-2.704	Tajima_D:BEB:-2.704,PJL:-2.668	Tajima_D	BEB,PJL	PopHumanScan
nonCoding3454	chr1	150014206	150024206	chr1:150014206-150024206	-7.626	0.103	-5.966	-5.32	2.297	-2.485	FayWu_H:CHB:-7.626,PJL:-6.572	FayWu_H	CHB,PJL	PopHumanScan
RPTN	chr1	152118214	152138214	chr1:152118214-152138214	-5.997	0.024	-6.512	-5.648	1.15	-2.64	FayWu_H:LWK:-4.711,YRI:-5.997,Tajima_D:YRI:-2.64	FayWu_H,Tajima_D	LWK,YRI	PopHumanScan
LCE6A,nonCoding3490	chr1	152794129	152846511	chr1:152794129-152846511	-5.843	0.136	-6.948	-5.943	1.265	-2.685	Tajima_D:CEU:-2.672,IBS:-2.677,STU:-2.685	Tajima_D	CEU,IBS,STU	PopHumanScan
nonCoding3499	chr1	153133481	153143481	chr1:153133481-153143481	-2.663	0.074	2.2	-3.532	1.423	2.042	FuLi_D:GWD:2.2	FuLi_D	GWD	PopHumanScan
PGLYRP3	chr1	153252157	153299983	chr1:153252157-153299983	1.206	0.051	-4.996	-3.834	3.187	1.123	iHS:GIH:3.187	iHS	GIH	PopHumanScan
ASH1L	chr1	155381535	155391535	chr1:155381535-155391535	-5.512	0.054	-6.085	-5.277	1.324	-2.174	FuLi_D:GWD:-6.085	FuLi_D	GWD	PopHumanScan
ASH1L	chr1	155447433	155457433	chr1:155447433-155457433	-2.595	0.025	-7.154	-6.4	1.993	-2.41	FuLi_F:IBS:-6.4	FuLi_F	IBS	PopHumanScan
RAB25	chr1	156030268	156040268	chr1:156030268-156040268	-0.91	0.071	-6.881	-4.701	2.255	-2.294	FuLi_F:ESN:-4.701	FuLi_F	ESN	PopHumanScan
nonCoding3540	chr1	157125753	157135753	chr1:157125753-157135753	-2.109	0.306	-1.502	1.964	1.975	2.909	Fst:CEU2CHB:0.306	Fst	CEU2CHB	PopHumanScan
nonCoding3588,nonCoding3589	chr1	158169170	158198701	chr1:158169170-158198701	-4.406	0.316	2.247	4.826	1.545	6.889	Fst:CEU2YRI:0.316	Fst	CEU2YRI	PopHumanScan
nonCoding3599	chr1	158488674	158498674	chr1:158488674-158498674	-0.597	0.036	1.803	3.677	3.632	4.53	iHS:LWK:3.632	iHS	LWK	PopHumanScan
nonCoding3616	chr1	159207029	159227029	chr1:159207029-159227029	-1.317	0.218	-2.194	-1.36	1.37	1.595	Fst:CEU2YRI:0.218	Fst	CEU2YRI	PopHumanScan
nonCoding3656	chr1	160935336	160945336	chr1:160935336-160945336	-3.321	0.123	2.104	3.227	2.061	3.764	FuLi_D:CHB:2.104	FuLi_D	CHB	PopHumanScan
nonCoding3680	chr1	162885640	162895640	chr1:162885640-162895640	-0.748	0.078	2.271	2.094	0.992	1.103	FuLi_D:GWD:2.271	FuLi_D	GWD	PopHumanScan
nonCoding3765	chr1	164292548	164302548	chr1:164292548-164302548	0.782	0.039	-7.613	-5.774	1.703	-1.725	FuLi_D:IBS:-7.613	FuLi_D	IBS	PopHumanScan
ALDH9A1,MGST3	chr1	165623006	165633006	chr1:165623006-165633006	-4.051	0.308	-3.025	2.778	2.242	3.332	Fst:CEU2CHB:0.308	Fst	CEU2CHB	PopHumanScan
CREG1	chr1	167522894	167532894	chr1:167522894-167532894	-2.95	0.084	2.002	2.244	1.26	2.586	FuLi_D:CHB:2.002	FuLi_D	CHB	PopHumanScan
NME7	chr1	169094421	169267583	chr1:169094421-169267583	-3.029	0.34	-3.353	-2.972	1.753	-1.511	Fst:CEU2CHB:0.34	Fst	CEU2CHB	PopHumanScan
PRRC2C	chr1	171542856	171552856	chr1:171542856-171552856	-3.431	0.06	-4.438	-3.358	3.69	1.312	iHS:FIN:3.505,GBR:3.69	iHS	FIN,GBR	PopHumanScan
nonCoding4023	chr1	172758391	172768391	chr1:172758391-172768391	-2.89	0.284	-2.844	-2.31	2.062	2.567	Fst:CEU2CHB:0.284	Fst	CEU2CHB	PopHumanScan
nonCoding4025	chr1	172787096	172797096	chr1:172787096-172797096	-4.18	0.248	-3.528	-2.552	1.868	2.662	Fst:CEU2CHB:0.248	Fst	CEU2CHB	PopHumanScan
RABGAP1L	chr1	174565469	174575469	chr1:174565469-174575469	-1.03	0.064	-3.597	-3.29	4.839	-1.796	iHS:ACB:4.839,YRI:3.478	iHS	ACB,YRI	PopHumanScan
RABGAP1L	chr1	174684250	174721364	chr1:174684250-174721364	-2.734	0.111	-3.357	-2.927	6.283	-1.422	iHS:ACB:5.927,ESN:4.111,GWD:4.205,LWK:3.536,MSL:6.283,YRI:3.68	iHS	ACB,ESN,GWD,LWK,MSL,YRI	PopHumanScan
nonCoding4113,nonCoding4114,nonCoding4115	chr1	176207308	176266964	chr1:176207308-176266964	-1.834	0.053	-5.111	-3.67	4.485	1.153	iHS:BEB:4.09,CDX:3.347,GIH:3.609,ITU:4.485,STU:3.513	iHS	BEB,CDX,GIH,ITU,STU	PopHumanScan
nonCoding4159	chr1	177689224	177699224	chr1:177689224-177699224	9.375	0.074	-2.216	18.271	1.113	55.93	FuLi_F:MSL:18.271,TSI:16.45,Tajima_D:MSL:55.93,TSI:50.066	FuLi_F,Tajima_D	MSL,TSI	PopHumanScan
AXDND1,AL160286.1	chr1	179432996	179442996	chr1:179432996-179442996	-0.892	0.078	1.892	2.334	1.16	2.88	FuLi_D:ASW:1.892	FuLi_D	ASW	PopHumanScan
SHCBP1L	chr1	182884294	182894294	chr1:182884294-182894294	-2.232	0.058	-3.784	-3.606	3.644	-1.984	iHS:ACB:3.644	iHS	ACB	PopHumanScan
ARPC5	chr1	183588260	183610707	chr1:183588260-183610707	-5.149	0.087	1.782	2.153	3.27	-2.061	iHS:KHV:3.27	iHS	KHV	PopHumanScan
nonCoding4355,nonCoding4356	chr1	185565128	185595128	chr1:185565128-185595128	-5.067	0.115	2.248	-5.611	1.427	-2.658	FuLi_D:CHS:2.248,Tajima_D:CEU:-2.658	FuLi_D,Tajima_D	CHS,CEU	PopHumanScan
nonCoding4361	chr1	185626844	185646844	chr1:185626844-185646844	-4.741	0.052	-6.489	-5.807	1.267	-2.638	Tajima_D:JPT:-2.638	Tajima_D	JPT	PopHumanScan
HMCN1	chr1	185749607	185777097	chr1:185749607-185777097	-6.881	0.109	-6.452	-5.757	2.024	-2.75	Tajima_D:CDX:-2.638,CHB:-2.734,JPT:-2.75	Tajima_D	CDX,CHB,JPT	PopHumanScan
nonCoding4367	chr1	186187097	186207097	chr1:186187097-186207097	-4.882	0.105	-3.224	-3.264	1.476	2.634	FayWu_H:ESN:-4.882	FayWu_H	ESN	PopHumanScan
nonCoding4396	chr1	186977579	186997579	chr1:186977579-186997579	8.173	0.038	-1.646	14.293	1.314	37.017	FuLi_F:CEU:13.335,GBR:12.922,GIH:13.474,IBS:13.58,ITU:14.293,PJL:13.736,Tajima_D:CEU:34.295,GBR:33.351,GIH:34.631,IBS:34.739,ITU:37.017,PJL:36.004	FuLi_F,Tajima_D	CEU,GBR,GIH,IBS,ITU,PJL	PopHumanScan
nonCoding4517,nonCoding4518	chr1	188869079	188891167	chr1:188869079-188891167	-7.254	0.147	-5.743	-5.301	2.108	-2.75	Tajima_D:CEU:-2.616,IBS:-2.626,TSI:-2.75	Tajima_D	CEU,IBS,TSI	PopHumanScan
nonCoding4567	chr1	189787772	189797772	chr1:189787772-189797772	-4.287	0.055	1.979	3.36	2.669	3.541	FuLi_D:CHB:1.979	FuLi_D	CHB	PopHumanScan
nonCoding4606	chr1	190740189	190750189	chr1:190740189-190750189	-1.476	0.025	-4.899	-4.624	1.135	-2.391	Tajima_D:YRI:-2.391	Tajima_D	YRI	PopHumanScan
nonCoding4718	chr1	192674751	192684751	chr1:192674751-192684751	-6.342	0.151	-4.162	-4.071	2.21	-2.671	Tajima_D:FIN:-2.671	Tajima_D	FIN	PopHumanScan
UCHL5	chr1	192981775	192991775	chr1:192981775-192991775	-2.777	0.008	-6.082	-5.619	1.641	-2.607	FuLi_D:ASW:-5.892,MSL:-6.082,FuLi_F:ASW:-5.563,MSL:-5.619,Tajima_D:ACB:-2.561,ASW:-2.607,GWD:-2.545,LWK:-2.527,YRI:-2.431	FuLi_D,FuLi_F,Tajima_D	ASW,MSL,ACB,GWD,LWK,YRI	PopHumanScan
nonCoding4748	chr1	193317854	193378759	chr1:193317854-193378759	-1.766	0.043	-3.954	-3.371	3.469	1.584	iHS:BEB:3.469	iHS	BEB	PopHumanScan
PPP1R12B	chr1	202397226	202407226	chr1:202397226-202407226	1.114	0.035	-10.724	-8.105	1.933	-2.617	FuLi_D:ACB:-10.724,FuLi_F:ACB:-8.105,Tajima_D:ACB:-2.617	FuLi_D,FuLi_F,Tajima_D	ACB	PopHumanScan
nonCoding5158	chr1	204689886	204699886	chr1:204689886-204699886	-5.585	0.111	1.986	-2.216	1.928	-2.396	FuLi_D:ACB:1.986	FuLi_D	ACB	PopHumanScan
nonCoding5179	chr1	206203765	206213765	chr1:206203765-206213765	-7.185	0.1	-3.919	-3.645	2.09	2.033	FayWu_H:CEU:-7.185	FayWu_H	CEU	PopHumanScan
C1orf186,CTSE	chr1	206303172	206331692	chr1:206303172-206331692	-7.412	0.141	-7.921	-6.7	1.192	-2.593	FayWu_H:CDX:-7.412,FuLi_D:CHB:-7.921,FuLi_F:CHB:-6.7,Tajima_D:JPT:-2.593	FayWu_H,FuLi_D,FuLi_F,Tajima_D	CDX,CHB,JPT	PopHumanScan
nonCoding5209	chr1	208116185	208126185	chr1:208116185-208126185	-7.123	0.102	-2.537	-2.266	1.22	-2.43	FayWu_H:KHV:-7.123	FayWu_H	KHV	PopHumanScan
nonCoding5298	chr1	209496349	209506349	chr1:209496349-209506349	0.689	0.034	-7.613	-6.161	1.888	-2.002	FuLi_D:IBS:-7.613	FuLi_D	IBS	PopHumanScan
nonCoding5311	chr1	209638328	209648328	chr1:209638328-209648328	-4.055	0.278	1.544	2.88	2.379	3.439	Fst:CEU2YRI:0.278	Fst	CEU2YRI	PopHumanScan
nonCoding5318	chr1	209708328	209718328	chr1:209708328-209718328	-0.868	0.047	-6.367	-5.214	1.34	-1.915	FuLi_D:GWD:-6.367,FuLi_F:GWD:-5.214	FuLi_D,FuLi_F	GWD	PopHumanScan
nonCoding5448	chr1	214218199	214244701	chr1:214218199-214244701	-3.758	0.016	-6.325	-5.56	1.674	-2.637	Tajima_D:TSI:-2.637	Tajima_D	TSI	PopHumanScan
nonCoding5504,nonCoding5505,nonCoding5503	chr1	215495612	215554239	chr1:215495612-215554239	-7.773	0.073	-6.406	-5.724	1.572	-2.722	FayWu_H:CHS:-7.773,GBR:-7.427,Tajima_D:CEU:-2.606,GBR:-2.628,IBS:-2.722	FayWu_H,Tajima_D	CHS,GBR,CEU,IBS	PopHumanScan
nonCoding5512,nonCoding5513	chr1	215653084	215673084	chr1:215653084-215673084	-5.008	0.019	-7.03	-6.147	1.993	-2.627	FayWu_H:GWD:-5.008,Tajima_D:ACB:-2.583,CEU:-2.614,GBR:-2.625,GWD:-2.627,MSL:-2.363	FayWu_H,Tajima_D	GWD,ACB,CEU,GBR,MSL	PopHumanScan
KCTD3	chr1	215741894	215761894	chr1:215741894-215761894	-3.905	0.024	-6.551	-6.193	1.925	-2.486	FuLi_D:GBR:-6.551,FuLi_F:GBR:-5.807,IBS:-6.193	FuLi_D,FuLi_F	GBR,IBS	PopHumanScan
MARC2	chr1	220926391	220936391	chr1:220926391-220936391	-4.048	0.085	2.296	-4.064	0.929	-1.815	FuLi_D:ESN:2.296	FuLi_D	ESN	PopHumanScan
nonCoding5743	chr1	221723735	221733735	chr1:221723735-221733735	-4.549	0.033	-4.026	-3.862	0.832	-2.333	Tajima_D:ESN:-2.333	Tajima_D	ESN	PopHumanScan
nonCoding5793,nonCoding5794,nonCoding5795,nonCoding5792,nonCoding5791	chr1	222350562	222424147	chr1:222350562-222424147	-1.855	0.089	-5.947	-4.787	4.613	-1.704	iHS:ACB:4.609,ASW:3.677,ESN:4.335,GWD:3.733,LWK:3.561,MSL:4.262,YRI:4.613	iHS	ACB,ASW,ESN,GWD,LWK,MSL,YRI	PopHumanScan
nonCoding5820,nonCoding5821,nonCoding5822,nonCoding5823,DISP1	chr1	222975637	223106678	chr1:222975637-223106678	-2.565	0.061	-4.288	-3.99	8.73	-2.183	iHS:BEB:3.98,CDX:6.46,CEU:6.234,CHB:7.553,CHS:8.73,FIN:5.624,GBR:4.879,GIH:5.229,IBS:8.281,ITU:5.841,JPT:7.289,KHV:7.263,PJL:6.521,STU:4.768,TSI:7.592	iHS	BEB,CDX,CEU,CHB,CHS,FIN,GBR,GIH,IBS,ITU,JPT,KHV,PJL,STU,TSI	PopHumanScan
nonCoding5833,SUSD4	chr1	223373323	223394118	chr1:223373323-223394118	-6.825	0.037	-6.097	-5.509	2.616	-2.754	FayWu_H:GIH:-6.825,Tajima_D:TSI:-2.754	FayWu_H,Tajima_D	GIH,TSI	PopHumanScan
CNIH3	chr1	224873907	224883907	chr1:224873907-224883907	-0.935	0.051	1.986	2.2	1.272	1.65	FuLi_D:CHB:1.986	FuLi_D	CHB	PopHumanScan
nonCoding5857	chr1	224958830	224968830	chr1:224958830-224968830	-1.983	0.015	-7.034	-5.791	1.515	-2.284	FuLi_D:ITU:-7.034	FuLi_D	ITU	PopHumanScan
ENAH	chr1	225750302	225760302	chr1:225750302-225760302	-4.773	0.029	-2.73	-2.757	1.616	-1.801	FayWu_H:ASW:-4.773	FayWu_H	ASW	PopHumanScan
ITPKB	chr1	226850515	226870515	chr1:226850515-226870515	-5.702	0.02	-5.162	-4.155	1.936	-2.025	FayWu_H:MSL:-4.874,YRI:-5.702	FayWu_H	MSL,YRI	PopHumanScan
ZNF678	chr1	227805653	227825653	chr1:227805653-227825653	13.087	0.044	0	0	1.085	0	FayWu_H:BEB:12.479,CEU:12.888,GBR:12.83,GIH:13.087,ITU:12.455,PJL:12.793,STU:12.774,TSI:12.422	FayWu_H	BEB,CEU,GBR,GIH,ITU,PJL,STU,TSI	PopHumanScan
nonCoding5974	chr1	229488901	229498901	chr1:229488901-229498901	-4.065	0.02	-6.074	-5.614	1.156	-2.494	Tajima_D:ACB:-2.494,ASW:-2.459,ESN:-2.323,MSL:-2.493	Tajima_D	ACB,ASW,ESN,MSL	PopHumanScan
nonCoding5996,nonCoding5997,nonCoding5995	chr1	229986929	230026794	chr1:229986929-230026794	-5.472	0.197	-6.726	-5.86	1.624	-2.73	FuLi_D:GIH:-6.726,FuLi_F:GIH:-5.86,Tajima_D:CEU:-2.625,GIH:-2.73,IBS:-2.664,STU:-2.688	FuLi_D,FuLi_F,Tajima_D	GIH,CEU,IBS,STU	PopHumanScan
nonCoding6002	chr1	230088139	230127972	chr1:230088139-230127972	-4.719	0.09	-5.724	-5.29	1.65	-2.666	FuLi_D:FIN:-5.724,FuLi_F:FIN:-5.29,Tajima_D:FIN:-2.666	FuLi_D,FuLi_F,Tajima_D	FIN	PopHumanScan
EGLN1	chr1	231504897	231524897	chr1:231504897-231524897	-1.592	0.107	-2.365	2.895	3.485	3.565	iHS:GIH:3.173,ITU:3.288,JPT:3.485	iHS	GIH,ITU,JPT	PopHumanScan
nonCoding6086	chr1	232960708	232970708	chr1:232960708-232970708	-2.778	0.143	-5.432	-4.833	1.258	-2.632	Tajima_D:PJL:-2.632	Tajima_D	PJL	PopHumanScan
SLC35F3	chr1	234160802	234184299	chr1:234160802-234184299	-3.09	0.22	1.532	1.569	1.353	2.009	Fst:CEU2YRI:0.22	Fst	CEU2YRI	PopHumanScan
SLC35F3	chr1	234317995	234327995	chr1:234317995-234327995	-7.753	0.125	-5.582	-5.157	1.862	-2.708	FayWu_H:CHS:-7.753,Tajima_D:CHS:-2.708	FayWu_H,Tajima_D	CHS	PopHumanScan
nonCoding6144,nonCoding6145,nonCoding6146,nonCoding6142,nonCoding6143	chr1	234767022	234844474	chr1:234767022-234844474	-4.34	0.1	-3.441	-2.898	4	-2.17	iHS:CDX:4,CHB:3.526,JPT:3.492	iHS	CDX,CHB,JPT	PopHumanScan
GPR137B,ERO1B	chr1	236379790	236399790	chr1:236379790-236399790	-3.449	0.26	2.564	2.819	1.499	3.62	Fst:CEU2CHB:0.26,FuLi_D:JPT:2.564	Fst,FuLi_D	CEU2CHB,JPT	PopHumanScan
nonCoding6212	chr1	238219793	238229793	chr1:238219793-238229793	-4.789	0.091	-6.425	-5.574	1.347	-2.635	Tajima_D:TSI:-2.635	Tajima_D	TSI	PopHumanScan
nonCoding6214	chr1	238239793	238259793	chr1:238239793-238259793	-6.903	0.078	-4.652	-4.124	1.381	-2.263	FayWu_H:TSI:-6.903	FayWu_H	TSI	PopHumanScan
nonCoding6228	chr1	238447135	238457135	chr1:238447135-238457135	-6.918	0.065	-4.435	-3.703	0.986	-2.079	FayWu_H:BEB:-6.918	FayWu_H	BEB	PopHumanScan
RGS7	chr1	241186403	241206403	chr1:241186403-241206403	-5.234	0.128	-2.186	1.548	3.337	1.683	iHS:KHV:3.337	iHS	KHV	PopHumanScan
EXO1	chr1	242043141	242053141	chr1:242043141-242053141	-2.849	0.07	2.361	1.749	1.191	2.026	FuLi_D:ESN:2.361	FuLi_D	ESN	PopHumanScan
CATSPERE	chr1	244688663	244739983	chr1:244688663-244739983	20.701	0.176	0	0	3.394	0	FayWu_H:ACB:16.98,ASW:16.402,ESN:19.168,GWD:20.701,LWK:16.865,MSL:19.685,YRI:19.273,iHS:ASW:3.394,Alpha:LWK:0.933,ASW:0.978,ACB:0.978,PJL:0.95,JPT:0.956,YRI:0.956,ESN:0.956,CHB:0.967,CHS:0.956,BEB:0.946,MSL:0.917,ITU:0.956,GBR:0.978,KHV:0.967,GWD:0.917,IBS:0.978,CDX:0.952	FayWu_H,iHS	ACB,ASW,ESN,GWD,LWK,MSL,YRI,LWK,ASW,ACB,PJL,JPT,YRI,ESN,CHB,CHS,BEB,MSL,ITU,GBR,KHV,GWD,IBS,CDX	PopHumanScan
SMYD3	chr1	246397384	246445508	chr1:246397384-246445508	-4.281	0.209	2.313	3.491	3.317	4.569	FuLi_D:PJL:2.313,iHS:CEU:3.287,FIN:3.317	FuLi_D,iHS	PJL,CEU,FIN	PopHumanScan
OR14K1	chr1	247891815	247901815	chr1:247891815-247901815	-1.95	0.058	-8.009	-6.71	2.116	-2.499	FuLi_D:CHB:-8.009,FuLi_F:CHB:-6.71	FuLi_D,FuLi_F	CHB	PopHumanScan
nonCoding6434,nonCoding6433	chr1	247931749	247999182	chr1:247931749-247999182	-7.436	0.272	-6.683	-5.847	2.556	-2.811	FayWu_H:CHB:-7.436,Fst:YRI2CHB:0.272,Tajima_D:CHB:-2.755,CHS:-2.811,KHV:-2.733	FayWu_H,Fst,Tajima_D	CHB,YRI2CHB,CHS,KHV	PopHumanScan
nonCoding6435	chr1	248138226	248148226	chr1:248138226-248148226	-5.856	0.108	2.174	-3.35	2.38	-2.429	FuLi_D:GWD:2.174	FuLi_D	GWD	PopHumanScan
nonCoding6437	chr1	248158226	248168226	chr1:248158226-248168226	-4.605	0.089	2.452	-4.28	2.174	-2.456	FuLi_D:YRI:2.452	FuLi_D	YRI	PopHumanScan
OR2T6	chr1	248547901	248557901	chr1:248547901-248557901	-2.288	0.073	2.118	3.806	1.07	4.384	FuLi_D:KHV:2.118	FuLi_D	KHV	PopHumanScan
nonCoding6446,nonCoding6444	chr1	248622639	248782412	chr1:248622639-248782412	-7.781	0.221	-4.897	-4.618	3.231	3.006	FayWu_H:FIN:-7.781,GIH:-6.961,Fst:CEU2YRI:0.221,iHS:IBS:3.231	FayWu_H,Fst,iHS	FIN,GIH,CEU2YRI,IBS	PopHumanScan
ZMYND11	chr10	294301	304301	chr10:294301-304301	-0.419	0.021	-5.636	-4.855	1.326	-2.086	FuLi_D:MSL:-5.636,FuLi_F:MSL:-4.855	FuLi_D,FuLi_F	MSL	PopHumanScan
DIP2C	chr10	369385	379385	chr10:369385-379385	-3.045	0.032	-7.574	-6.344	1.719	-2.458	FuLi_D:CDX:-7.574,FuLi_F:CDX:-6.344	FuLi_D,FuLi_F	CDX	PopHumanScan
DIP2C	chr10	485519	534378	chr10:485519-534378	-3.262	0.17	-5.98	-5.122	2.098	-2.14	FuLi_D:FIN:-5.98,FuLi_F:FIN:-5.122	FuLi_D,FuLi_F	FIN	PopHumanScan
DIP2C,PRR26	chr10	688687	698687	chr10:688687-698687	-2.507	0.038	-7.135	-6.273	1.978	-2.685	FuLi_D:STU:-7.135,FuLi_F:STU:-6.273,Tajima_D:PJL:-2.666,STU:-2.685	FuLi_D,FuLi_F,Tajima_D	STU,PJL	PopHumanScan
nonCoding54249	chr10	1862185	1872185	chr10:1862185-1872185	7.291	0.056	-3.048	19.375	1.136	52.2	FuLi_F:CHB:19.375,JPT:18.009,Tajima_D:CHB:52.2,JPT:48.499	FuLi_F,Tajima_D	CHB,JPT	PopHumanScan
nonCoding54329	chr10	3026284	3066284	chr10:3026284-3066284	16.062	0.291	0	0	2.459	0	FayWu_H:ACB:15.465,ASW:15.6,ESN:13.522,GWD:16.062,LWK:15.858,MSL:14.798,YRI:13.798,Fst:CEU2YRI:0.256,YRI2CHB:0.291	FayWu_H,Fst	ACB,ASW,ESN,GWD,LWK,MSL,YRI,CEU2YRI,YRI2CHB	PopHumanScan
nonCoding54369	chr10	3793777	3803777	chr10:3793777-3803777	-2.9	0.107	2.188	1.882	0.865	2.204	FuLi_D:ITU:2.188	FuLi_D	ITU	PopHumanScan
nonCoding54399	chr10	4267506	4287506	chr10:4267506-4287506	-4.497	0.017	-6.775	-5.938	2.385	-2.611	FuLi_D:CEU:-6.775,FIN:-5.724,FuLi_F:CEU:-5.938,FIN:-5.261,Tajima_D:FIN:-2.611	FuLi_D,FuLi_F,Tajima_D	CEU,FIN	PopHumanScan
nonCoding54470	chr10	5892574	5902574	chr10:5892574-5902574	-4.297	0.279	1.956	3.139	1.87	4.057	Fst:YRI2CHB:0.279	Fst	YRI2CHB	PopHumanScan
nonCoding54513	chr10	7076804	7086804	chr10:7076804-7086804	-1.325	0.116	2.211	-1.985	1.426	1.877	FuLi_D:STU:2.211	FuLi_D	STU	PopHumanScan
SFMBT2	chr10	7327171	7337171	chr10:7327171-7337171	1.242	0.041	-7.688	-6.411	1.092	-2.07	FuLi_D:CHB:-7.688,FuLi_F:CHB:-6.411	FuLi_D,FuLi_F	CHB	PopHumanScan
nonCoding54629	chr10	9489914	9499914	chr10:9489914-9499914	-3.017	0.04	-7.585	-6.548	1.965	-2.407	FuLi_D:BEB:-7.585,FuLi_F:BEB:-6.548	FuLi_D,FuLi_F	BEB	PopHumanScan
FRMD4A	chr10	14028684	14038684	chr10:14028684-14038684	-3.026	0.254	1.615	3.022	1.702	3.709	Fst:YRI2CHB:0.254	Fst	YRI2CHB	PopHumanScan
MINDY3	chr10	15868258	15878258	chr10:15868258-15878258	-4.007	0.063	-7.089	-6.238	1.634	-2.532	FuLi_F:KHV:-6.238	FuLi_F	KHV	PopHumanScan
nonCoding54776,nonCoding54777	chr10	15947209	15973716	chr10:15947209-15973716	-7.504	0.076	-6.19	-5.548	2.115	-2.676	FayWu_H:BEB:-7.038,CDX:-7.448,GIH:-7.504,Tajima_D:CDX:-2.676,GIH:-2.645	FayWu_H,Tajima_D	BEB,CDX,GIH	PopHumanScan
nonCoding54857,nonCoding54858	chr10	19206669	19226669	chr10:19206669-19226669	18.678	0.058	0	0	1.675	0	FayWu_H:ACB:15.381,ASW:15.41,BEB:18.678,CDX:13.103,CEU:15.19,CHB:14.277,CHS:13.945,ESN:16.114,FIN:17.929,GBR:16.792,GIH:17.684,GWD:16.597,IBS:16.051,ITU:18.162,JPT:12.953,KHV:12.992,LWK:16.052,MSL:15.381,PJL:18.149,STU:17.335,TSI:17.663,YRI:15.793	FayWu_H	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
nonCoding54862	chr10	19263427	19311282	chr10:19263427-19311282	12.429	0.055	0	0	1.884	0	FayWu_H:ITU:12.429	FayWu_H	ITU	PopHumanScan
MALRD1	chr10	19362892	19372892	chr10:19362892-19372892	9.789	0.037	-2.015	14.729	1.671	36.644	FuLi_F:CDX:14.259,CHB:12.484,CHS:14.729,GIH:13.475,IBS:12.683,Tajima_D:CDX:35.73,CHS:36.644,IBS:31.227	FuLi_F,Tajima_D	CDX,CHB,CHS,GIH,IBS	PopHumanScan
nonCoding54901	chr10	21577939	21587939	chr10:21577939-21587939	-3.891	0.062	-7.273	-6.339	2.048	-2.617	FuLi_D:CHS:-7.273,FuLi_F:CHS:-6.339	FuLi_D,FuLi_F	CHS	PopHumanScan
MLLT10	chr10	21939280	21949280	chr10:21939280-21949280	-1.715	0.026	-6.64	-5.987	2.179	-2.541	FuLi_D:STU:-6.64,FuLi_F:STU:-5.987,Alpha:GBR:0.898	FuLi_D,FuLi_F	STU,GBR	PopHumanScan
DNAJC1	chr10	22050851	22060851	chr10:22050851-22060851	-0.95	0.034	-6.362	-5.704	1.535	-2.449	FuLi_F:PJL:-5.704	FuLi_F	PJL	PopHumanScan
DNAJC1	chr10	22180896	22190896	chr10:22180896-22190896	-4.362	0.039	-6.311	-5.746	1.446	-2.502	FuLi_F:STU:-5.746	FuLi_F	STU	PopHumanScan
nonCoding54929,nonCoding54930	chr10	22552086	22572086	chr10:22552086-22572086	-4.586	0.084	-7.072	-6.216	2.04	-2.648	FuLi_D:ITU:-7.072,FuLi_F:ITU:-6.216,Tajima_D:BEB:-2.648	FuLi_D,FuLi_F,Tajima_D	ITU,BEB	PopHumanScan
